t,trust,residual,authority_scale,fault_label,supervisor_mode,hold
25.47,0.9006078627986475,0.09885827472441389,0.9006078627986475,nominal,nominal,false
25.58,0.8974529616882783,0.09456801147876147,0.8974529616882783,nominal,nominal,false
25.67,0.8924139590318687,0.1019424791198654,0.8924139590318687,nominal,nominal,false
25.77,0.8909643102899857,0.09824539586767884,0.8909643102899857,nominal,nominal,false
25.88,0.882247296725456,0.11684541827443862,0.882247296725456,nominal,nominal,false
25.97,0.8630264720863382,0.15107317428502398,0.8630264720863382,nominal,nominal,false
26.07,0.8517399867987783,0.15045901236861353,0.8517399867987783,nominal,nominal,false
26.17,0.8507567237930748,0.1361368277972783,0.8507567237930748,nominal,nominal,false
26.28,0.8490282399550013,0.13893438303322472,0.8490282399550013,nominal,nominal,false
26.37,0.8510029280356045,0.13155426358085837,0.8510029280356045,nominal,nominal,false
26.47,0.8447724165639424,0.14984393942700597,0.8447724165639424,nominal,nominal,false
26.57,0.8459672116739463,0.13763200395428474,0.8459672116739463,nominal,nominal,false
26.67,0.8383358033648144,0.15840432237399163,0.8383358033648144,nominal,nominal,false
26.77,0.8324980012201444,0.16158229758506745,0.8324980012201444,nominal,nominal,false
26.87,0.8234619184683929,0.17569572661871152,0.8234619184683929,nominal,nominal,false
26.97,0.8153935737217667,0.18253180765592128,0.8153935737217667,nominal,nominal,false
27.07,0.8000242699663143,0.2102942790298315,0.8000242699663143,nominal,nominal,false
27.17,0.7889799848616964,0.21519598044172158,0.7889799848616964,nominal,nominal,false
27.27,0.7784720965288427,0.2257308770082942,0.7784720965288427,nominal,nominal,false
27.37,0.7689613891649031,0.23453429174340992,0.7689613891649031,nominal,nominal,false
27.47,0.7608152566253787,0.2412964580007431,0.7608152566253787,nominal,nominal,false
27.57,0.7546281711152161,0.24492055742527657,0.7546281711152161,nominal,nominal,false
27.68,0.7495541179537242,0.24873567222550969,0.7495541179537242,nominal,nominal,false
27.77,0.7467404121851158,0.24808805824903912,0.7467404121851158,nominal,nominal,false
27.87,0.7461462010057178,0.24502416051865988,0.7461462010057178,nominal,nominal,false
27.97,0.7464429207832428,0.2432000312951082,0.7464429207832428,nominal,nominal,false
28.07,0.7463239569476976,0.24402886881568694,0.7463239569476976,nominal,nominal,false
28.17,0.751988212400097,0.22816618594771057,0.751988212400097,nominal,nominal,false
28.27,0.7568232573622989,0.22424020634377972,0.7568232573622989,nominal,nominal,false
28.37,0.764076149459854,0.21245807218759882,0.764076149459854,nominal,nominal,false
28.47,0.7737230670583143,0.19834311052656028,0.7737230670583143,nominal,nominal,false
28.57,0.7859069251713556,0.18160731788842882,0.7859069251713556,nominal,nominal,false
28.67,0.8036573403588871,0.15499059737109813,0.8036573403588871,nominal,nominal,false
28.77,0.8225727730116059,0.1345055823790423,0.8225727730116059,nominal,nominal,false
28.87,0.8433419752354194,0.11175650981973753,0.8433419752354194,nominal,nominal,false
28.97,0.8659574736714608,0.08791088025123281,0.8659574736714608,nominal,nominal,false
29.07,0.8826348230730965,0.08074625322802653,0.8826348230730965,nominal,nominal,false
29.49,0.9032268951954711,0.056796431980856016,0.9032268951954711,nominal,nominal,false
29.49,0.8887552647688799,0.11888429084819933,0.8887552647688799,nominal,nominal,false
29.57,0.7706539776079893,0.4347621801098909,0.7706539776079893,nominal,nominal,false
29.67,0.7162049334533098,0.37905713077054515,0.7162049334533098,nominal,nominal,false
29.77,0.6981592353763841,0.33237583104309937,0.6981592353763841,nominal,nominal,false
29.88,0.6964877416304674,0.30442617949594186,0.6964877416304674,nominal,nominal,false
29.97,0.7110233819183631,0.25903819704029896,0.7110233819183631,nominal,nominal,false
30.07,0.7321732313837673,0.22443416606241134,0.7321732313837673,nominal,nominal,false
30.17,0.7693350598779578,0.16023132574071938,0.7693350598779578,nominal,nominal,false
30.27,0.8114339526797898,0.11167407276053314,0.8114339526797898,nominal,nominal,false
30.37,0.8544883208708369,0.07032760649116211,0.8544883208708369,nominal,nominal,false
30.47,0.8824956860171669,0.06541245377421974,0.8824956860171669,nominal,nominal,false
30.57,0.8979387485724112,0.06848586856999311,0.8979387485724112,nominal,nominal,false
30.67,0.9002766557636771,0.08430451675870271,0.9002766557636771,nominal,nominal,false
30.77,0.9035773155482402,0.07994102969354716,0.9035773155482402,nominal,nominal,false
30.87,0.9073257359014695,0.07589662810903829,0.9073257359014695,nominal,nominal,false
30.99,0.9150921620467449,0.06340023645915059,0.9150921620467449,nominal,nominal,false
31.07,0.9160815312766957,0.07169268265564345,0.9160815312766957,nominal,nominal,false
31.18,0.9184313841198221,0.06771466807662796,0.9184313841198221,nominal,nominal,false
31.27,0.9260327252514404,0.05384011456828325,0.9260327252514404,nominal,nominal,false
31.37,0.9333988338924885,0.04762887706011241,0.9333988338924885,nominal,nominal,false
31.47,0.932711938602584,0.05897013184742852,0.932711938602584,nominal,nominal,false
31.57,0.9278880182919673,0.06889417882353935,0.9278880182919673,nominal,nominal,false
31.67,0.9264365175123701,0.06563554618212393,0.9264365175123701,nominal,nominal,false
31.77,0.9219946859719794,0.07372375416670507,0.9219946859719794,nominal,nominal,false
31.87,0.9160873072133018,0.08113618606997047,0.9160873072133018,nominal,nominal,false
31.97,0.9139452254574116,0.07792207859790196,0.9139452254574116,nominal,nominal,false
32.07,0.9077938972324716,0.08912842721138321,0.9077938972324716,nominal,nominal,false
32.17,0.8986233727863482,0.1019310544791856,0.8986233727863482,nominal,nominal,false
32.27,0.8956990721406245,0.09588337294773915,0.8956990721406245,nominal,nominal,false
32.37,0.882772558864932,0.12241427508139502,0.882772558864932,nominal,nominal,false
32.47,0.8670046879230275,0.14197483878416303,0.8670046879230275,nominal,nominal,false
32.57,0.8501964093356356,0.16032608094436668,0.8501964093356356,nominal,nominal,false
32.67,0.8333799295019797,0.17750095635967048,0.8333799295019797,nominal,nominal,false
32.77,0.8159857302847012,0.19654664459610593,0.8159857302847012,nominal,nominal,false
32.87,0.799424466672085,0.21285917706107355,0.799424466672085,nominal,nominal,false
32.97,0.7817081343857148,0.234050453441293,0.7817081343857148,nominal,nominal,false
33.07,0.766568484395969,0.24658647132205516,0.766568484395969,nominal,nominal,false
33.17,0.7539141388132127,0.2566470473695979,0.7539141388132127,nominal,nominal,false
33.27,0.7380409502526994,0.28045717096709505,0.7380409502526994,nominal,nominal,false
33.37,0.7229317897655687,0.29691007503663636,0.7229317897655687,nominal,nominal,false
33.47,0.7141147384514164,0.2961712660943594,0.7141147384514164,nominal,nominal,false
33.57,0.7048530133243316,0.30806060667241986,0.7048530133243316,nominal,nominal,false
33.67,0.7076641783014437,0.283203850539427,0.7076641783014437,nominal,nominal,false
33.77,0.7071000364570789,0.2898171520508778,0.7071000364570789,nominal,nominal,false
33.87,0.7120144197776865,0.2744643465479796,0.7120144197776865,nominal,nominal,false
33.97,0.7151783817911888,0.2738409807703717,0.7151783817911888,nominal,nominal,false
34.07,0.7318609179125384,0.23212026642565556,0.7318609179125384,nominal,nominal,false
34.17,0.7504894052575388,0.20872788660222485,0.7504894052575388,nominal,nominal,false
34.27,0.7709964688023301,0.18412469131006873,0.7709964688023301,nominal,nominal,false
34.37,0.7871179205622616,0.17426438211513176,0.7871179205622616,nominal,nominal,false
34.47,0.47227339004683766,9.94109075539527,0.47227339004683766,nominal,nominal,false
34.57,0.2833701613389628,9.238719881257705,0.2833701613389628,degraded,recovering,false
34.67,0.17003168862399431,8.865257591577121,0.17003168862399431,suspected_attack,degraded_hold,true
34.77,0.10203129763477861,8.659070621690168,0.15,suspected_attack,degraded_hold,true
34.87,0.061233001511629935,8.536970267908387,0.15,suspected_attack,degraded_hold,true
34.97,0.03675482176055293,8.49148362678569,0.15,suspected_attack,degraded_hold,true
35.07,0.022067999594952103,8.486743462317511,0.15,suspected_attack,degraded_hold,true
35.17,0.01325564826790441,8.50110019977592,0.15,suspected_attack,degraded_hold,true
35.27,0.00796766750269454,8.533718315500575,0.15,suspected_attack,degraded_hold,true
35.38,0.004794050227129395,8.583550940191973,0.15,suspected_attack,degraded_hold,true
35.47,0.002889138574143407,8.630794711967722,0.15,suspected_attack,degraded_hold,true
35.58,0.0017455968947741687,8.670732192698825,0.15,suspected_attack,degraded_hold,true
35.67,0.0010590090235524721,8.703197948682691,0.15,suspected_attack,degraded_hold,true
35.77,0.0006467419623115665,8.72598997284856,0.15,suspected_attack,degraded_hold,true
35.87,0.00039916944873808136,8.741742080591179,0.15,suspected_attack,degraded_hold,true
35.97,0.0002505091541909937,8.75053694571785,0.15,suspected_attack,degraded_hold,true
36.07,0.00016128347914363343,8.752773144950993,0.15,suspected_attack,degraded_hold,true
36.17,0.00010779652370029275,8.749103453656417,0.15,suspected_attack,degraded_hold,true
36.28,7.576796786760312e-05,8.74430932273325,0.15,suspected_attack,degraded_hold,true
36.37,5.666917454456639e-05,8.735464066594652,0.15,suspected_attack,degraded_hold,true
36.47,4.53821238479858e-05,8.72275666212032,0.15,suspected_attack,degraded_hold,true
36.57,3.8794679733906336e-05,8.709334562339313,0.15,suspected_attack,degraded_hold,true
36.67,3.504623725825794e-05,8.69476198637947,0.15,suspected_attack,degraded_hold,true
36.77,3.301984881229788e-05,8.679142656638104,0.15,suspected_attack,degraded_hold,true
36.87,3.202033508880446e-05,8.664244561059554,0.15,suspected_attack,degraded_hold,true
36.97,3.1665289200080254e-05,8.647709325014771,0.15,suspected_attack,degraded_hold,true
37.07,3.1707722171805897e-05,8.63078744740421,0.15,suspected_attack,degraded_hold,true
37.17,3.201921168977976e-05,8.61223966899513,0.15,suspected_attack,degraded_hold,true
37.27,3.247891635872619e-05,8.594925608934101,0.15,suspected_attack,degraded_hold,true
37.37,3.3018678794302425e-05,8.578510136761867,0.15,suspected_attack,degraded_hold,true
37.47,3.3640587487591e-05,8.560353746866522,0.15,suspected_attack,degraded_hold,true
37.57,3.4293618042142914e-05,8.543656761121392,0.15,suspected_attack,degraded_hold,true
37.67,3.501769323808201e-05,8.52426022327814,0.15,suspected_attack,degraded_hold,true
37.77,3.5743794521530815e-05,8.507598191199278,0.15,suspected_attack,degraded_hold,true
37.87,3.6462706224062904e-05,8.491729103040969,0.15,suspected_attack,degraded_hold,true
37.97,3.7195595311866065e-05,8.475160895088266,0.15,suspected_attack,degraded_hold,true
38.07,3.78944308282252e-05,8.46118302600252,0.15,suspected_attack,degraded_hold,true
38.17,3.855892183127308e-05,8.448168171728115,0.15,suspected_attack,degraded_hold,true
38.27,3.9215625255693435e-05,8.43468886441695,0.15,suspected_attack,degraded_hold,true
38.37,3.983253941778185e-05,8.423217175391112,0.15,suspected_attack,degraded_hold,true
38.47,4.040153547706272e-05,8.413114603119972,0.15,suspected_attack,degraded_hold,true
38.57,4.0983405566099195e-05,8.401058640187198,0.15,suspected_attack,degraded_hold,true
38.67,4.155568316243979e-05,8.390024761903257,0.15,suspected_attack,degraded_hold,true
38.77,4.214728541771273e-05,8.37792004266489,0.15,suspected_attack,degraded_hold,true
38.87,4.2721911356300023e-05,8.367353235843053,0.15,suspected_attack,degraded_hold,true
38.97,4.327848600549887e-05,8.357290121700736,0.15,suspected_attack,degraded_hold,true
39.07,4.3806275742560547e-05,8.348185360073494,0.15,suspected_attack,degraded_hold,true
39.17,4.431178989642063e-05,8.339410304158278,0.15,suspected_attack,degraded_hold,true
39.27,4.478228305560403e-05,8.331717918290192,0.15,suspected_attack,degraded_hold,true
39.37,4.516523486358468e-05,8.327120622005834,0.15,suspected_attack,degraded_hold,true
39.47,4.5531765426241305e-05,8.320914717015226,0.15,suspected_attack,degraded_hold,true
39.57,4.5881450585451556e-05,8.315068553196857,0.15,suspected_attack,degraded_hold,true
39.68,4.6217799512528144e-05,8.309407084172372,0.15,suspected_attack,degraded_hold,true
39.77,4.6570254626427835e-05,8.302716766572454,0.15,suspected_attack,degraded_hold,true
39.87,4.6918416927990735e-05,8.296692402536852,0.15,suspected_attack,degraded_hold,true
39.97,4.7268257217862734e-05,8.290525836123875,0.15,suspected_attack,degraded_hold,true
40.07,4.7604314523969715e-05,8.28504479156876,0.15,suspected_attack,degraded_hold,true
40.17,4.793787713198496e-05,8.279351137409721,0.15,suspected_attack,degraded_hold,true
40.27,4.825040955080087e-05,8.274530989314815,0.15,suspected_attack,degraded_hold,true
40.37,4.8539246105290854e-05,8.270209685629284,0.15,suspected_attack,degraded_hold,true
40.47,4.879640363745076e-05,8.266650008172558,0.15,suspected_attack,degraded_hold,true
40.57,4.903293329478694e-05,8.263173825102648,0.15,suspected_attack,degraded_hold,true
40.67,4.926339021789905e-05,8.25944730426102,0.15,suspected_attack,degraded_hold,true
40.78,4.9487995720324046e-05,8.255829682611228,0.15,suspected_attack,degraded_hold,true
40.87,4.970650094221009e-05,8.252335509717426,0.15,suspected_attack,degraded_hold,true
40.97,4.992006126784519e-05,8.24890919924559,0.15,suspected_attack,degraded_hold,true
41.07,5.012176476794261e-05,8.245864132692097,0.15,suspected_attack,degraded_hold,true
41.17,5.030096108080108e-05,8.243464063979935,0.15,suspected_attack,degraded_hold,true
41.27,5.0440205239031945e-05,8.242158049660038,0.15,suspected_attack,degraded_hold,true
41.37,5.052934203951561e-05,8.241928136988047,0.15,suspected_attack,degraded_hold,true
41.47,5.056220352454918e-05,8.242776515581372,0.15,suspected_attack,degraded_hold,true
41.57,5.055139388001157e-05,8.244034035139835,0.15,suspected_attack,degraded_hold,true
41.67,5.050431652887219e-05,8.24570912131979,0.15,suspected_attack,degraded_hold,true
41.77,5.0447521064108426e-05,8.246889271111463,0.15,suspected_attack,degraded_hold,true
41.87,5.040567223709865e-05,8.24721081798685,0.15,suspected_attack,degraded_hold,true
41.97,5.038863375774712e-05,8.246876891385197,0.15,suspected_attack,degraded_hold,true
42.07,5.0390179658984016e-05,8.246390194196028,0.15,suspected_attack,degraded_hold,true
42.18,5.040793500626922e-05,8.245694787029356,0.15,suspected_attack,degraded_hold,true
42.28,5.042762714939624e-05,8.245321493524393,0.15,suspected_attack,degraded_hold,true
42.37,5.0453354659090195e-05,8.244747267552567,0.15,suspected_attack,degraded_hold,true
42.47,5.048956660223034e-05,8.243890498924744,0.15,suspected_attack,degraded_hold,true
42.57,5.053172693015879e-05,8.243048703899467,0.15,suspected_attack,degraded_hold,true
42.67,5.056368808153741e-05,8.242774308304048,0.15,suspected_attack,degraded_hold,true
42.77,5.059908241542211e-05,8.242107006525279,0.15,suspected_attack,degraded_hold,true
42.87,5.063819137960934e-05,8.241372236903075,0.15,suspected_attack,degraded_hold,true
42.97,5.0681206003167024e-05,8.240569268447704,0.15,suspected_attack,degraded_hold,true
43.07,5.0703117925235216e-05,8.24072926657013,0.15,suspected_attack,degraded_hold,true
43.17,5.068697885718667e-05,8.241932693002399,0.15,suspected_attack,degraded_hold,true
43.27,5.062650320525116e-05,8.244023971021063,0.15,suspected_attack,degraded_hold,true
43.37,5.0544007806460023e-05,8.245931155127801,0.15,suspected_attack,degraded_hold,true
43.47,5.046431485474561e-05,8.247179757737074,0.15,suspected_attack,degraded_hold,true
43.57,5.037718966082091e-05,8.248808023314144,0.15,suspected_attack,degraded_hold,true
43.67,5.0290203881791835e-05,8.250248449882829,0.15,suspected_attack,degraded_hold,true
43.77,5.019357211919147e-05,8.2520962796599,0.15,suspected_attack,degraded_hold,true
43.87,5.010223757028159e-05,8.253485899517123,0.15,suspected_attack,degraded_hold,true
43.97,5.000504362585287e-05,8.255255389802311,0.15,suspected_attack,degraded_hold,true
44.07,4.990106013126575e-05,8.25716574619467,0.15,suspected_attack,degraded_hold,true
44.49,4.9805554614294216e-05,8.258553781446944,0.15,suspected_attack,degraded_hold,true
44.49,4.9796069661644856e-05,8.256550211852694,0.15,suspected_attack,degraded_hold,true
44.57,4.947783690919991e-05,8.269733587665376,0.15,suspected_attack,degraded_hold,true
44.67,4.9247254005297764e-05,8.271420790159478,0.15,suspected_attack,degraded_hold,true
44.77,4.90807117229032e-05,8.272622736330371,0.15,suspected_attack,degraded_hold,true
44.87,4.897787122611141e-05,8.272747117315475,0.15,suspected_attack,degraded_hold,true
44.97,4.8925423371873885e-05,8.272352232768172,0.15,suspected_attack,degraded_hold,true
45.07,4.891524702836775e-05,8.271444599240546,0.15,suspected_attack,degraded_hold,true
45.18,4.8920954521175546e-05,8.270941457742717,0.15,suspected_attack,degraded_hold,true
45.27,4.8916158509754276e-05,8.27129154610628,0.15,suspected_attack,degraded_hold,true
45.37,4.888260263072417e-05,8.272599347900726,0.15,suspected_attack,degraded_hold,true
45.47,4.882597465485938e-05,8.274157768532552,0.15,suspected_attack,degraded_hold,true
45.57,4.873001405311544e-05,8.276811357344581,0.15,suspected_attack,degraded_hold,true
45.67,4.8595038595585344e-05,8.280136797202724,0.15,suspected_attack,degraded_hold,true
45.77,4.844392080798987e-05,8.283161532438903,0.15,suspected_attack,degraded_hold,true
45.87,4.8302774313337026e-05,8.285345311496352,0.15,suspected_attack,degraded_hold,true
45.97,4.8200422880524915e-05,8.286110858002138,0.15,suspected_attack,degraded_hold,true
46.07,4.8142260209339245e-05,8.285970027101726,0.15,suspected_attack,degraded_hold,true
46.17,4.812292532946039e-05,8.285295607991754,0.15,suspected_attack,degraded_hold,true
46.27,4.81247224250799e-05,8.284715434199319,0.15,suspected_attack,degraded_hold,true
46.37,4.812996161798966e-05,8.284535335632581,0.15,suspected_attack,degraded_hold,true
46.47,4.8109593844533e-05,8.285553491021961,0.15,suspected_attack,degraded_hold,true
46.57,4.805661987709535e-05,8.287321263351041,0.15,suspected_attack,degraded_hold,true
46.67,4.7963743227162135e-05,8.289978331422123,0.15,suspected_attack,degraded_hold,true
46.77,4.784234921568898e-05,8.292843890666122,0.15,suspected_attack,degraded_hold,true
46.88,4.770677796346697e-05,8.295590688893562,0.15,suspected_attack,degraded_hold,true
46.97,4.752942579947233e-05,8.299811998425598,0.15,suspected_attack,degraded_hold,true
47.07,4.733990267165658e-05,8.3034835788326,0.15,suspected_attack,degraded_hold,true
47.17,4.716228900395988e-05,8.306317481687735,0.15,suspected_attack,degraded_hold,true
47.27,4.698126643381517e-05,8.30963167384088,0.15,suspected_attack,degraded_hold,true
47.37,4.683026013977383e-05,8.311524610812306,0.15,suspected_attack,degraded_hold,true
47.47,4.670070487422514e-05,8.31326768584927,0.15,suspected_attack,degraded_hold,true
47.57,4.656296166729506e-05,8.315960285050387,0.15,suspected_attack,degraded_hold,true
47.67,4.6436459254072936e-05,8.317933605060613,0.15,suspected_attack,degraded_hold,true
47.77,4.633614479594537e-05,8.319034094867062,0.15,suspected_attack,degraded_hold,true
47.87,4.626482569649557e-05,8.319536314951163,0.15,suspected_attack,degraded_hold,true
47.97,4.622051385289242e-05,8.319604940269567,0.15,suspected_attack,degraded_hold,true
48.07,4.6207220529746184e-05,8.319005092216948,0.15,suspected_attack,degraded_hold,true
48.17,4.623218736933737e-05,8.317520488953317,0.15,suspected_attack,degraded_hold,true
48.27,4.630409824832371e-05,8.314961062440254,0.15,suspected_attack,degraded_hold,true
48.37,4.642028960249108e-05,8.311688670713055,0.15,suspected_attack,degraded_hold,true
48.47,4.655665716381083e-05,8.308713814026211,0.15,suspected_attack,degraded_hold,true
48.57,4.670551374186064e-05,8.3057325234373,0.15,suspected_attack,degraded_hold,true
48.67,4.684363729254515e-05,8.303568506802366,0.15,suspected_attack,degraded_hold,true
48.77,4.6965716100455025e-05,8.30183439346074,0.15,suspected_attack,degraded_hold,true
48.87,4.7075633062077504e-05,8.300215668678879,0.15,suspected_attack,degraded_hold,true
48.97,4.716427761300887e-05,8.299215434382008,0.15,suspected_attack,degraded_hold,true
49.07,4.723617719897933e-05,8.29839158410618,0.15,suspected_attack,degraded_hold,true
49.17,4.728555983992032e-05,8.298116916378175,0.15,suspected_attack,degraded_hold,true
49.27,4.729773706900161e-05,8.298884993103286,0.15,suspected_attack,degraded_hold,true
49.38,4.7262554448847697e-05,8.300757893717686,0.15,suspected_attack,degraded_hold,true
49.47,4.718181384324015e-05,8.303393531487439,0.15,suspected_attack,degraded_hold,true
49.57,4.707214485678859e-05,8.306108305528383,0.15,suspected_attack,degraded_hold,true
49.67,4.6959826684085114e-05,8.308176844559545,0.15,suspected_attack,degraded_hold,true
49.77,4.685602058843165e-05,8.309799770212404,0.15,suspected_attack,degraded_hold,true
49.87,4.678107042270972e-05,8.310365023611132,0.15,suspected_attack,degraded_hold,true
49.97,4.672896641242112e-05,8.310683549139858,0.15,suspected_attack,degraded_hold,true
50.07,4.669166113617562e-05,8.310953455523372,0.15,suspected_attack,degraded_hold,true
50.17,4.6675976515512084e-05,8.310654268499341,0.15,suspected_attack,degraded_hold,true
50.27,4.6684194447064335e-05,8.309867404564441,0.15,suspected_attack,degraded_hold,true
50.37,4.6713318646648115e-05,8.308788729197177,0.15,suspected_attack,degraded_hold,true
50.47,4.6757133243117426e-05,8.307615930502253,0.15,suspected_attack,degraded_hold,true
50.57,4.6806481659740276e-05,8.3065905465231,0.15,suspected_attack,degraded_hold,true
50.68,4.684582128663226e-05,8.306158239367647,0.15,suspected_attack,degraded_hold,true
50.77,4.6864355434628565e-05,8.30638344330326,0.15,suspected_attack,degraded_hold,true
